평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수,사서수,대출자수,대출권수,도서예산
2022,LIBTYPE000003,246014,세한대학교 도서관,충남,당진시,355504,3,120,1836,212978877
2022,LIBTYPE000003,242023,송곡대학교 도서관,강원,춘천시,18602,1,121,716,15267520
2022,LIBTYPE000003,224009,송원대학교 중앙도서관,광주,남구,261992,3,198,9172,170511761
2022,LIBTYPE000003,242022,송호대학교 도서관,강원,횡성군,47428,0,161,1659,20431895
2022,LIBTYPE000003,211081,수도국제대학원대학교 도서관,서울,관악구,22869,1,90,797,2326820
2022,LIBTYPE000003,222012,수성대학교 도서관,대구,수성구,128640,1,840,31360,136260697
2022,LIBTYPE000003,241030,수원가톨릭대학교 도서관,경기,화성시,145567,2,278,12035,126538280
2022,LIBTYPE000003,241033,수원과학대학교 도서관,경기,화성시,229965,1,734,6743,102028151
2022,LIBTYPE000003,241031,수원대학교 도서관,경기,화성시,936582,1,3532,16345,569352550
2022,LIBTYPE000003,241032,수원여자대학교 도서관,경기,수원시,199450,3,573,14261,122625489
2022,LIBTYPE000003,211043,숙명여자대학교 도서관,서울,용산구,1288170,8,5915,176754,1989049955
2022,LIBTYPE000003,211098,순복음대학원대학교 도서관,서울,관악구,29037,0,15,36,0
2022,LIBTYPE000003,243025,순복음총회신학교 도서관,충북,제천시,25247,0,0,0,0
2022,LIBTYPE000003,246008,순천대학교 도서관,전남,순천시,804086,12,2499,32012,898561000
2022,LIBTYPE000003,246007,순천제일대학교 도서관,전남,순천시,118765,1,350,4596,58835133
2022,LIBTYPE000003,244009,순천향대학교 중앙도서관,충남,아산시,865342,6,2867,46318,1488494833
2022,LIBTYPE000003,211044,숭실대학교 도서관,서울,동작구,1176086,8,6443,111771,2198515642
2022,LIBTYPE000003,211107,숭실사이버대학교 전자도서관,서울,동작구,9519,0,48,70,0
2022,LIBTYPE000003,211045,숭의여자대학교 학술정보센터,서울,중구,195680,0,175,12371,109954910
2022,LIBTYPE000003,241035,신구대학교 도서관,경기,성남시,202000,2,482,13894,183627464
2022,LIBTYPE000003,221020,신라대학교 도서관,부산,사상구,749483,5,1513,22404,448976372
2022,LIBTYPE000003,244027,신성대학교 도서관,충남,당진시,193466,2,660,6685,115545164
2022,LIBTYPE000003,241059,신안산대학교 도서관,경기,안산시,140343,1,258,1351,66000000
2022,LIBTYPE000003,L241036,신한대학교 중앙도서관,경기,의정부시,477971,4,1006,7385,419799882
2022,LIBTYPE000003,241088,실천신학대학원대학교 도서관,경기,이천시,13291,0,14,144,1192580
2022,LIBTYPE000003,241037,아신대학교 도서관,경기,양평군,142689,1,467,9654,73008282
2022,LIBTYPE000003,241038,아주대학교 도서관,경기,수원시,1094949,7,6936,83719,1571212370
2022,LIBTYPE000003,241074,아주대학교 의학문헌정보센터,경기,수원시,63659,3,250,1162,1622129238
2022,LIBTYPE000003,244038,아주자동차대학교 도서관,충남,보령시,47980,0,122,1509,20399460
2022,LIBTYPE000003,247016,안동과학대학교 도서관,경북,안동시,141169,2,274,5233,76749993
2022,LIBTYPE000003,247015,안동대학교 도서관,경북,안동시,834174,9,2773,31801,570397080
2022,LIBTYPE000003,241061,안산대학교 도서관,경기,안산시,202467,1,1176,14656,127643530
2022,LIBTYPE000003,241012,안양대학교 도서관,경기,안양시,489924,2,362,2874,309000000
2022,LIBTYPE000003,241082,에스라성경대학원대학교 도서관,경기,고양시,9790,0,63,943,1989149
2022,LIBTYPE000003,241078,여주대학교 여암학술정보관,경기,여주시,208709,2,231,3063,110960000
2022,LIBTYPE000003,241040,연성대학교 연곡도서관,경기,안양시,215360,1,1221,12502,151214447
2022,LIBTYPE000003,211072,연세대학교 의학도서관,서울,서대문구,226657,6,2076,16828,3234996709
2022,LIBTYPE000003,211046,연세대학교 학술문화처 도서관,서울,서대문구,2637735,27,15775,322109,5507293570
2022,LIBTYPE000003,242018,연세대학교(미래) 원주캠퍼스 의학도서관,강원,원주시,108275,3,584,4979,865802919
2022,LIBTYPE000003,242009,연세대학교(미래) 학술정보원,강원,원주시,515560,6,1876,109150,678933858
2022,LIBTYPE000003,248008,연암공과대학교 도서관,경남,진주시,68594,0,151,2720,34825710
2022,LIBTYPE000003,244010,연암대학교 도서관,충남,천안시,72989,0,245,1344,51999990
2022,LIBTYPE000003,247017,영남대학교 도서관,경북,경산시,1866054,20,6642,67112,1800201449
2022,LIBTYPE000003,322007,영남대학교 의과대학 의학도서관,대구,남구,28822,3,451,3485,752909694
2022,LIBTYPE000003,247018,영남신학대학교 도서관,경북,경산시,145884,1,251,2396,17135462
2022,LIBTYPE000003,247034,영남외국어대학 도서관,경북,경산시,26632,0,43,63,0
2022,LIBTYPE000003,222013,영남이공대학교 도서관,대구,남구,221895,0,661,7178,157165783
2022,LIBTYPE000003,248026,영산대학교 도서관,경남,양산시,524831,6,1176,19920,345263744
2022,LIBTYPE000003,246010,영산선학대학교 도서관,전남,영광군,51938,1,49,963,3330000
2022,LIBTYPE000003,222014,영진전문대학교 도서관,대구,북구,369225,4,2005,19530,245099880
2022,LIBTYPE000003,241087,예명대학원대학교 도서관,서울,서초구,17627,0,14,77,5149840
2022,LIBTYPE000003,245007,예수대학교 도서관,전북,전주시,47189,0,190,17225,31706040
2022,LIBTYPE000003,245027,예원예술대학교 도서관,전북,임실군,42272,0,78,836,832410
2022,LIBTYPE000003,241041,오산대학교 도서관,경기,오산시,177766,0,398,3817,123963290
2022,LIBTYPE000003,L0045,온석대학원대학교 학술정보원,경기,용인시,31406,1,3,15,301700
2022,LIBTYPE000003,241015,용인대학교 도서관,경기,용인시,437261,2,346,10202,340337212
2022,LIBTYPE000003,241056,용인예술과학대학교 도서관,경기,용인시,166640,1,386,4867,92426762
2022,LIBTYPE000003,245017,우석대학교 도서관,전북,완주군,823113,6,1746,15928,455950655
2022,LIBTYPE000003,225019,우송대학교 우송도서관,대전,동구,639399,0,1285,8231,588571604
2022,LIBTYPE000003,225004,우송정보대학 우송도서관,대전,동구,177946,0,309,2451,30780190
2022,LIBTYPE000003,231001,울산과학기술원 학술정보관,울산,울주군,269813,3,1826,18284,1647099194
2022,LIBTYPE000003,248010,울산과학대학교 도서관,울산,동구,196165,1,824,9336,164540543
2022,LIBTYPE000003,248009,울산대학교 도서관,울산,남구,1036000,6,3918,48432,1205624032
2022,LIBTYPE000003,211071,울산대학교 의과대학 아산의학도서관,서울,송파구,117643,9,410,4572,2671255083
2022,LIBTYPE000003,L0043,웅지세무대학교 도서관,경기,파주시,0,0,0,0,0
2022,LIBTYPE000003,245008,원광대학교 도서관,전북,익산시,1597212,11,4839,82305,1470869322
2022,LIBTYPE000003,245009,원광보건대학교 도서관,전북,익산시,193399,1,440,44199,129850000
2022,LIBTYPE000003,245023,원불교대학원대학교 도서관,전북,익산시,27195,0,34,275,2146230
2022,LIBTYPE000003,211078,웨스트민스터신학대학원대학교 도서관,경기,용인시,50686,0,142,1535,41257800
2022,LIBTYPE000003,247032,위덕대학교 학술정보원,경북,경주시,299460,3,440,4902,185616736
2022,LIBTYPE000003,243013,유원대학교 도서관,충북,영동군,418880,2,361,5214,220738932
2022,LIBTYPE000003,241042,유한대학교 도서관,경기,부천시,220478,2,879,10561,117101380
2022,LIBTYPE000003,211047,육군사관학교 학술정보원,서울,노원구,291020,8,1080,20220,193996000
2022,LIBTYPE000003,230001,을지대학교 대전캠퍼스 학술정보원,대전,중구,251766,2,785,12263,1313522330
2022,LIBTYPE000003,211048,이화여자대학교 도서관,서울,서대문구,1740829,20,12426,236643,4793865487
2022,LIBTYPE000003,211049,인덕대학교 도서관,서울,노원구,280452,1,233,2231,118514210
2022,LIBTYPE000003,248012,인제대학교 백인제기념도서관,경남,김해시,891074,5,2453,22116,851250154
2022,LIBTYPE000003,221025,인제대학교 의학도서관,부산,부산진구,27027,1,288,2083,718971352
2022,LIBTYPE000003,223011,인천가톨릭대학교 도서관,인천,강화군,112751,2,152,5319,56942293
2022,LIBTYPE000003,228002,인천가톨릭대학교 송도국제캠퍼스 도서관,인천,연수구,25277,1,341,1759,86032445
2022,LIBTYPE000003,223006,인천대학교 도서관,인천,연수구,1315265,10,3220,62779,2069964201
2022,LIBTYPE000003,228004,인천재능대학교 학술정보관,인천,동구,123473,1,207,1114,83294240
2022,LIBTYPE000003,223008,인하공업전문대학 도서관,인천,남구,227678,1,812,25201,185347782
2022,LIBTYPE000003,223009,인하대학교 정석학술정보관,인천,미추홀구,1652619,11,8663,93099,3051469559
2022,LIBTYPE000003,211050,장로회신학대학교 도서관,서울,광진구,404799,3,1618,38955,179380804
2022,LIBTYPE000003,241043,장안대학교 도서관,경기,화성시,207868,2,505,7436,160883240
2022,LIBTYPE000003,246011,전남과학대학교 도서관,전남,곡성군,137640,2,265,4514,100308750
2022,LIBTYPE000003,224010,전남대학교 도서관,광주,북구,1936693,37,12199,131778,3449491708
2022,LIBTYPE000003,246024,전남도립대학교 도서관,전남,담양군,99057,2,293,4715,78953000
2022,LIBTYPE000003,245022,전북과학대학교 문헌정보관,전북,정읍시,62905,2,545,3942,47274402
2022,LIBTYPE000003,245011,전북대학교 중앙도서관,전북,전주시,1870535,33,12408,86265,3206376458
2022,LIBTYPE000003,245015,전주교육대학교 도서관,전북,전주시,311329,4,999,16039,107072800
2022,LIBTYPE000003,245004,전주기전대학 도서관,전북,전주시,97830,0,187,1340,39493500
2022,LIBTYPE000003,245016,전주대학교 도서관,전북,전주시,734790,4,4428,62936,743436216
2022,LIBTYPE000003,245014,전주비전대학교 도서관,전북,전주시,154155,1,724,8407,79000000
2022,LIBTYPE000003,211138,제네바신학대학원대학교 도서관,경기,파주시,46780,0,10,451,17447580
2022,LIBTYPE000003,249005,제주관광대학교 도서관,제주,제주시,79930,1,251,6401,37365924
2022,LIBTYPE000003,249003,제주국제대학교 도서관,제주,제주시,82658,1,15,54,0
2022,LIBTYPE000003,249002,제주대학교 중앙도서관,제주,제주시,1385226,17,6479,75680,1748134120
2022,LIBTYPE000003,249004,제주한라대학교 도서관,제주,제주시,141294,0,244,1339,91278829
2022,LIBTYPE000003,224012,조선간호대학교 도서관,광주,동구,37466,0,189,1545,12990480
2022,LIBTYPE000003,224011,조선대학교 도서관,광주,동구,1424460,12,4879,123603,1693845151
2022,LIBTYPE000003,224013,조선이공대학교 도서관,광주,동구,117724,0,514,6531,36949600
2022,LIBTYPE000003,228003,주안대학원대학교 도서관,인천,남구,15241,1,55,1382,20974890
2022,LIBTYPE000003,244011,중부대학교 도서관,충남,금산군,703555,3,442,13132,529999986
2022,LIBTYPE000003,211052,중앙대학교 서울캠퍼스 도서관,서울,동작구,1734476,12,8131,136640,3205055841
2022,LIBTYPE000003,241044,중앙대학교 제2캠퍼스 도서관,경기,안성시,601516,4,1001,22829,1105353024
2022,LIBTYPE000003,211053,중앙승가대학교 도서관,경기,김포시,91376,1,75,1031,16268520
2022,LIBTYPE000003,243023,중원대학교 학술정보센터,충북,괴산군,215814,1,363,2628,196126774
2022,LIBTYPE000003,248014,진주교육대학교 도서관,경남,진주시,312929,4,1050,11557,89465220
2022,LIBTYPE000003,248013,진주보건대학교 도서관,경남,진주시,101218,0,2064,5985,86251093
2022,LIBTYPE000003,241065,차의과학대학교 도서관,경기,포천시,106940,1,998,6468,212166404
2022,LIBTYPE000003,248017,창신대학교 도서관,경남,창원시,158621,0,529,3912,119869096
2022,LIBTYPE000003,248019,창원대학교 도서관,경남,창원시,746722,12,3033,33639,992063050
2022,LIBTYPE000003,248020,창원문성대학교 도서관,경남,창원시,204663,1,246,1780,44818741
2022,LIBTYPE000003,241060,청강문화산업대학교 도서관,경기,이천시,195877,1,1170,17415,102900680
2022,LIBTYPE000003,246006,청암대학교 학술정보센터,전남,순천시,100280,1,163,18643,19983860
2022,LIBTYPE000003,244028,청운대학교 학술정보원,충남,홍성군,678811,4,1419,16131,388443747
2022,LIBTYPE000003,243006,청주교육대학교 도서관,충북,청주시,306759,3,1035,10719,189683890
2022,LIBTYPE000003,243007,청주대학교 중앙도서관,충북,청주시,1310874,3,2801,72720,1051951040
2022,LIBTYPE000003,246016,초당대학교 도서관,전남,무안군,379748,2,620,8097,186220820
2022,LIBTYPE000003,211054,총신대학교 도서관,서울,동작구,694713,2,1615,51366,261258413
2022,LIBTYPE000003,211055,추계예술대학교 학술정보원,서울,서대문구,144164,2,411,3505,110791160
2022,LIBTYPE000003,242012,춘천교육대학교 도서관,강원,춘천시,346381,4,1046,11767,187764246
2022,LIBTYPE000003,221027,춘해보건대학교 도서관,울산,울주군,93389,1,729,6451,69127709
2022,LIBTYPE000003,225009,충남대학교 도서관,대전,유성구,1853910,31,8421,115375,4462900887
2022,LIBTYPE000003,244030,충남도립대학교 도서관,충남,청양군,72931,1,324,1909,65193260
2022,LIBTYPE000003,243009,충북대학교 도서관,충북,청주시,1376622,23,5238,58091,2517193123
2022,LIBTYPE000003,243018,충북도립대학교 학술정보원,충북,옥천군,68253,1,137,1634,50317300
2022,LIBTYPE000003,243005,충북보건과학대학교 도서관,충북,청주시,112032,1,390,6686,52663973
2022,LIBTYPE000003,243011,충청대학교 도서관,충북,청주시,178900,3,405,3937,92999823
2022,LIBTYPE000003,211121,치유상담대학원대학교 도서관,서울,서초구,17812,1,65,443,10898800
2022,LIBTYPE000003,241063,칼빈대학교 도서관,경기,용인시,122365,2,196,3273,36622431
2022,LIBTYPE000003,241046,평택대학교 도서관,경기,평택시,444698,3,419,6140,203589870
2022,LIBTYPE000003,247020,포항공과대학교 박태준학술정보관,경북,포항시,379260,7,1912,16553,3204735522
2022,LIBTYPE000003,247021,포항대학교 학술정보관,경북,포항시,102468,1,257,2754,46285217
2022,LIBTYPE000003,241039,한경대학교 도서관,경기,안성시,487375,7,1971,15873,445421446
2022,LIBTYPE000003,L0027,한국개발연구원국제정책대학원대학교 도서관,세종,남세종로,269370,4,454,5337,472735483
2022,LIBTYPE000003,242027,한국골프대학교 도서관,강원,횡성군,16347,1,139,654,5418210
2022,LIBTYPE000003,241069,한국공학대학교 도서관,경기,시흥시,215853,1,1323,14248,498912438
2022,LIBTYPE000003,325007,한국과학기술원 학술문화관,대전,유성구,884756,15,5714,106998,8420690405
2022,LIBTYPE000003,241077,한국관광대학교 도서관,경기,이천시,103357,1,397,3758,91424780
2022,LIBTYPE000003,243012,한국교원대학교 도서관,충북,청주시,692532,12,3726,49142,732228656
2022,LIBTYPE000003,243010,한국교통대학교 도서관,충북,충주시,716057,7,2010,26245,1082961372
2022,LIBTYPE000003,248016,한국국제대학교 중앙도서관,경남,진주시,270009,1,39,132,0
2022,LIBTYPE000003,244013,한국기술교육대학교 도서관,충남,천안시,428525,3,1936,30171,939379953
2022,LIBTYPE000003,241067,한국농수산대학교 도서관,전북,전주시,66187,1,283,3092,81435740
2022,LIBTYPE000003,211057,한국방송통신대학교 도서관,서울,종로구,1015903,23,1491,10096,672888856
2022,LIBTYPE000003,241076,한국복지대학교 학술정보관,경기,평택시,59344,2,316,4044,108624540
2022,LIBTYPE000003,247043,한국복지사이버대학 도서관,경북,경산시,11575,0,90,304,3310000
2022,LIBTYPE000003,211117,한국상담대학원대학교 도서관,서울,서초구,21847,1,131,1267,26918373
2022,LIBTYPE000003,211058,한국성서대학교 도서관,서울,노원구,166489,3,590,6312,108231472
2022,LIBTYPE000003,248034,한국승강기대학교 도서관,경남,거창군,23073,1,79,224,14955170
2022,LIBTYPE000003,246029,한국에너지공과대학교 도서관,전남,나주시,0,1,0,0,0
2022,LIBTYPE000003,211106,한국열린사이버대학교 자료실,서울,중랑구,4074,0,339,1534,0
2022,LIBTYPE000003,244025,한국영상대학교 도서관,세종,장군면,132919,2,900,14306,76694550
2022,LIBTYPE000003,211068,한국예술종합학교 예술정보관,서울,성북구,337647,8,2063,48752,559154840
2022,LIBTYPE000003,241047,한국외국어대학교 글로벌캠퍼스 도서관,경기,용인시,787797,8,2363,34456,0
2022,LIBTYPE000003,211059,한국외국어대학교 도서관,서울,동대문구,1243143,10,7799,99765,2775494847
2022,LIBTYPE000003,231002,한국전력국제원자력대학원대학교 도서관,울산,울주군,8689,1,183,496,117409000
2022,LIBTYPE000003,244031,한국전통문화대학교 학술정보관,충남,부여군,289339,3,759,11412,283299270
2022,LIBTYPE000003,211060,한국체육대학교 도서관,서울,송파구,167449,3,363,4856,289623840
2022,LIBTYPE000003,225012,한국침례신학대학교 도서관,대전,유성구,265206,3,1551,27602,130603504
2022,LIBTYPE000003,P00005,한국폴리텍Ⅰ대학서울강서캠퍼스 도서관,서울,강서구,8277,0,31,80,8597793
2022,LIBTYPE000003,P00004,한국폴리텍Ⅰ대학서울정수캠퍼스 도서관,서울,용산구,14203,0,59,211,7358310
2022,LIBTYPE000003,P00006,한국폴리텍Ⅰ대학성남캠퍼스 도서관,경기,성남시,12012,0,51,275,8822300
2022,LIBTYPE000003,P00025,한국폴리텍Ⅰ대학제주캠퍼스 도서관,제주,제주시,8035,0,44,300,3591360
2022,LIBTYPE000003,228005,한국폴리텍Ⅱ대학남인천캠퍼스 도서관,인천,미추홀구,5289,0,139,139,4465480
2022,LIBTYPE000003,P00007,한국폴리텍Ⅱ대학인천캠퍼스 도서관,인천,부평구,19687,0,100,495,11740330
2022,LIBTYPE000003,241097,한국폴리텍Ⅱ대학화성캠퍼스 도서관,경기,화성시,3491,0,0,0,0
2022,LIBTYPE000003,P00009,한국폴리텍Ⅲ대학강릉캠퍼스 도서관,강원,강릉시,6244,0,41,302,8644450
2022,LIBTYPE000003,242031,한국폴리텍Ⅲ대학원주캠퍼스 도서관,강원,원주시,3149,0,31,87,8099000
2022,LIBTYPE000003,P00008,한국폴리텍Ⅲ대학춘천캠퍼스 도서관,강원,춘천시,11658,0,42,44,2800000
2022,LIBTYPE000003,P00010,한국폴리텍Ⅳ대학대전캠퍼스 도서관,대전,동구,7714,0,85,85,0
2022,LIBTYPE000003,P00011,한국폴리텍Ⅳ대학아산캠퍼스 도서관,충남,아산시,8495,0,0,0,2400000
2022,LIBTYPE000003,P00012,한국폴리텍Ⅳ대학청주캠퍼스 도서관,충북,청주시,9744,0,105,207,3000000
2022,LIBTYPE000003,P00013,한국폴리텍Ⅳ대학홍성캠퍼스 도서관,충남,홍성군,5034,0,0,0,0
2022,LIBTYPE000003,P00014,한국폴리텍Ⅴ대학광주캠퍼스 도서관,광주,북구,14814,0,77,212,6000000
2022,LIBTYPE000003,246027,한국폴리텍Ⅴ대학순천캠퍼스 도서관,전남,순천시,5943,0,32,125,6891600
2022,LIBTYPE000003,P00015,한국폴리텍Ⅴ대학익산캠퍼스 도서관,전북,익산시,4477,0,17,79,1185500
2022,LIBTYPE000003,P00016,한국폴리텍Ⅴ대학전남캠퍼스 도서관,전남,무안군,4317,0,74,179,0
2022,LIBTYPE000003,P00017,한국폴리텍Ⅴ대학전북캠퍼스 도서관,전북,김제시,4786,1,36,39,0
2022,LIBTYPE000003,P00019,한국폴리텍Ⅵ대학구미캠퍼스 도서관,경북,구미시,7757,0,70,70,4710000
2022,LIBTYPE000003,P00018,한국폴리텍Ⅵ대학대구캠퍼스 도서관,대구,서구,14063,0,253,253,5441880
2022,LIBTYPE000003,P00001,한국폴리텍Ⅵ대학영남융합기술캠퍼스 도서관,대구,동구,8158,0,28,41,3199770
2022,LIBTYPE000003,P00024,한국폴리텍Ⅵ대학영주캠퍼스 도서관,경북,영주시,3190,0,3,9,0
2022,LIBTYPE000003,226005,한국폴리텍Ⅶ대학동부산캠퍼스 도서관,부산,기장군,4914,0,75,235,1000000
2022,LIBTYPE000003,P00021,한국폴리텍Ⅶ대학부산캠퍼스 도서관,부산,북구,13631,0,19,99,1638000
2022,LIBTYPE000003,P00022,한국폴리텍Ⅶ대학울산캠퍼스 도서관,울산,중구,10450,0,15,60,3213610
2022,LIBTYPE000003,248038,한국폴리텍Ⅶ대학진주캠퍼스 도서관,경남,진주시,2385,0,18,105,1911884
2022,LIBTYPE000003,P00020,한국폴리텍Ⅶ대학창원캠퍼스 도서관,경남,창원시,17389,0,213,1018,9519030
2022,LIBTYPE000003,247048,한국폴리텍특성화 로봇캠퍼스 도서관,경북,영천시,2382,0,10,56,2790840
2022,LIBTYPE000003,P00003,한국폴리텍특성화 바이오캠퍼스 도서관,충남,논산시,5632,0,28,70,2927160
2022,LIBTYPE000003,P00023,한국폴리텍특성화 항공캠퍼스 도서관,경남,사천시,5629,0,5,10,2400000
2022,LIBTYPE000003,341054,한국학대학원 도서관,경기,성남시,494838,7,577,21173,236530160
2022,LIBTYPE000003,241048,한국항공대학교 중앙도서관,경기,고양시,319375,3,877,5720,335916098
2022,LIBTYPE000003,221028,한국해양대학교 도서관,부산,영도구,595289,13,2060,21716,959356990
2022,LIBTYPE000003,225013,한남대학교 중앙도서관,대전,대덕구,997146,8,2942,30299,911751144
2022,LIBTYPE000003,247041,한동대학교 국제법률대학원 도서관,경북,포항시,29569,1,108,622,48104232
2022,LIBTYPE000003,247030,한동대학교 학술정보관,경북,포항시,274544,3,3472,42036,222491908
2022,LIBTYPE000003,242017,한라대학교 학술정보원,강원,원주시,250832,1,240,2749,267518619
2022,LIBTYPE000003,211109,한림국제대학원대학교 문헌정보실,서울,강남구,4870,0,6,15,604132
2022,LIBTYPE000003,242014,한림대학교 일송기념도서관,강원,춘천시,859044,5,3852,44677,947110834
2022,LIBTYPE000003,242013,한림성심대학교 한빛도서관,강원,춘천시,154237,1,938,11231,41338710
2022,LIBTYPE000003,211102,한반도국제대학원대학교 도서관,서울,용산구,13126,0,47,121,804492
2022,LIBTYPE000003,225001,한밭대학교 도서관,대전,유성구,662585,8,2453,31294,997272460
2022,LIBTYPE000003,244015,한서대학교 도서관,충남,서산시,724416,2,339,11092,591022333
2022,LIBTYPE000003,211061,한성대학교 학술정보관,서울,성북구,752239,5,2840,49229,254327167
2022,LIBTYPE000003,241034,한세대학교 도서관,경기,군포시,368443,2,424,5267,246395155
2022,LIBTYPE000003,211069,한신대학교 신학대학원 장공도서관,서울,강북구,128732,2,282,3978,32494229
2022,LIBTYPE000003,241049,한신대학교 중앙도서관,경기,오산시,401183,4,724,17858,304088536
2022,LIBTYPE000003,211062,한양대학교 백남학술정보관,서울,성동구,1781737,18,9865,140924,5873195270
2022,LIBTYPE000003,241050,한양대학교(ERICA) ERICA학술정보관,경기,안산시,1013530,8,4105,54079,2347572312
2022,LIBTYPE000003,211063,한양여자대학교 도서관,서울,성동구,283471,2,916,21602,225569010
2022,LIBTYPE000003,246017,한영대학교 도서관,전남,여수시,47377,0,432,1753,46526150
2022,LIBTYPE000003,245018,한일장신대학교 도서관,전북,완주군,217028,2,379,6664,61500000
2022,LIBTYPE000003,241051,합동신학대학원대학교 변화산 기념 도서관,경기,수원시,189253,2,519,16149,115353533
2022,LIBTYPE000003,248023,해군사관학교 도서관,경남,진해시,272993,7,931,235984,275397890
2022,LIBTYPE000003,241052,협성대학교 도서관,경기,화성시,444399,3,411,9569,253493000
2022,LIBTYPE000003,244017,혜전대학교 도서관,충남,홍성군,177702,2,345,2726,68858500
2022,LIBTYPE000003,224014,호남대학교 도서관,광주,광산구,740909,2,838,14373,443325727
2022,LIBTYPE000003,224015,호남신학대학교 도서관,광주,남구,213171,1,286,5892,61526270
2022,LIBTYPE000003,247001,호산대학교 도서관,경북,경산시,88610,2,273,551,41205000
2022,LIBTYPE000003,244019,호서대학교 중앙도서관,충남,아산시,1145159,5,2762,30169,789451295
2022,LIBTYPE000003,245013,호원대학교 도서관,전북,군산시,478969,3,732,10064,285117820
2022,LIBTYPE000003,244026,홍익대학교 문정 도서관,세종,조치원읍,613985,2,924,6050,871843870
2022,LIBTYPE000003,211064,홍익대학교 중앙도서관,서울,마포구,1333200,9,8649,125134,2094910411
2022,LIBTYPE000003,L0039,화성의과학대학교 도서관,경기,화성시,12401,0,0,0,11823000
2022,LIBTYPE000003,L00005,화신사이버대학교 자료실,부산,연제구,21538,0,293,1113,9830000
2022,LIBTYPE000003,211075,횃불트리니티신학대학원대학교 도서관,서울,서초구,86465,1,272,7991,119947958
